1.550000e+003,2.329771e-001
1.552000e+003,2.326238e-001
1.554000e+003,2.325844e-001
1.556000e+003,2.323287e-001
1.558000e+003,2.323474e-001
1.560000e+003,2.316514e-001
1.562000e+003,2.315087e-001
1.564000e+003,2.322341e-001
1.566000e+003,2.320587e-001
1.568000e+003,2.323235e-001
1.570000e+003,2.325551e-001
1.572000e+003,2.320850e-001
1.574000e+003,2.320045e-001
1.576000e+003,2.317829e-001
1.578000e+003,2.315340e-001
1.580000e+003,2.311347e-001
1.582000e+003,2.311911e-001
1.584000e+003,2.305417e-001
1.586000e+003,2.300059e-001
1.588000e+003,2.300370e-001
1.590000e+003,2.294271e-001
1.592000e+003,2.286432e-001
1.594000e+003,2.283328e-001
1.596000e+003,2.279917e-001
1.598000e+003,2.269888e-001
1.600000e+003,2.262412e-001
1.602000e+003,2.256819e-001
1.604000e+003,2.246866e-001
1.606000e+003,2.240524e-001
1.608000e+003,2.229043e-001
1.610000e+003,2.221084e-001
1.612000e+003,2.207322e-001
1.614000e+003,2.197802e-001
1.616000e+003,2.192926e-001
1.618000e+003,2.181498e-001
1.620000e+003,2.169041e-001
1.622000e+003,2.159256e-001
1.624000e+003,2.150127e-001
1.626000e+003,2.138923e-001
1.628000e+003,2.127514e-001
1.630000e+003,2.118302e-001
1.632000e+003,2.108937e-001
1.634000e+003,2.098114e-001
1.636000e+003,2.090089e-001
1.638000e+003,2.075591e-001
1.640000e+003,2.069717e-001
1.642000e+003,2.057788e-001
1.644000e+003,2.048646e-001
1.646000e+003,2.040696e-001
1.648000e+003,2.033531e-001
1.650000e+003,2.024599e-001
1.652000e+003,2.017947e-001
1.654000e+003,2.009706e-001
1.656000e+003,2.002207e-001
1.658000e+003,1.995670e-001
1.660000e+003,1.989010e-001
1.662000e+003,1.982177e-001
1.664000e+003,1.976177e-001
1.666000e+003,1.972569e-001
1.668000e+003,1.965211e-001
1.670000e+003,1.959601e-001
1.672000e+003,1.956219e-001
1.674000e+003,1.953160e-001
1.676000e+003,1.950646e-001
1.678000e+003,1.941407e-001
1.680000e+003,1.941066e-001
1.682000e+003,1.936414e-001
1.684000e+003,1.939197e-001
1.686000e+003,1.937816e-001
1.688000e+003,1.936780e-001
1.690000e+003,1.936599e-001
1.692000e+003,1.939792e-001
1.694000e+003,1.939516e-001
1.696000e+003,1.941959e-001
1.698000e+003,1.945361e-001
1.700000e+003,1.952644e-001
1.702000e+003,1.954500e-001
1.704000e+003,1.962367e-001
1.706000e+003,1.967252e-001
1.708000e+003,1.969711e-001
1.710000e+003,1.976834e-001
1.712000e+003,1.982179e-001
1.714000e+003,1.991018e-001
1.716000e+003,1.995517e-001
1.718000e+003,1.999523e-001
1.720000e+003,2.006865e-001
1.722000e+003,2.011688e-001
1.724000e+003,2.015399e-001
1.726000e+003,2.020343e-001
1.728000e+003,2.021770e-001
1.730000e+003,2.028575e-001
1.732000e+003,2.026738e-001
1.734000e+003,2.031077e-001
1.736000e+003,2.032792e-001
1.738000e+003,2.035403e-001
1.740000e+003,2.037705e-001
1.742000e+003,2.037366e-001
1.744000e+003,2.038610e-001
1.746000e+003,2.042028e-001
1.748000e+003,2.045839e-001
1.750000e+003,2.044738e-001
1.752000e+003,2.046829e-001
1.754000e+003,2.048694e-001
1.756000e+003,2.051255e-001
1.758000e+003,2.051567e-001
1.760000e+003,2.050257e-001
1.762000e+003,2.051958e-001
1.764000e+003,2.055468e-001
1.766000e+003,2.052262e-001
1.768000e+003,2.051408e-001
1.770000e+003,2.054281e-001
1.772000e+003,2.054133e-001
1.774000e+003,2.056698e-001
1.776000e+003,2.058204e-001
1.778000e+003,2.056753e-001
1.780000e+003,2.058159e-001
1.782000e+003,2.052860e-001
1.784000e+003,2.055299e-001
1.786000e+003,2.053137e-001
1.788000e+003,2.055104e-001
1.790000e+003,2.055306e-001
1.792000e+003,2.053825e-001
1.794000e+003,2.047953e-001
1.796000e+003,2.049864e-001
1.798000e+003,2.046400e-001
1.800000e+003,2.044592e-001
1.802000e+003,2.042487e-001
1.804000e+003,2.042589e-001
1.806000e+003,2.036029e-001
1.808000e+003,2.037280e-001
1.810000e+003,2.030596e-001
1.812000e+003,2.033762e-001
1.814000e+003,2.032833e-001
1.816000e+003,2.031512e-001
1.818000e+003,2.025137e-001
1.820000e+003,2.022928e-001
1.822000e+003,2.018512e-001
1.824000e+003,2.017881e-001
1.826000e+003,2.012352e-001
1.828000e+003,2.010483e-001
1.830000e+003,2.009743e-001
1.832000e+003,2.007220e-001
1.834000e+003,2.001146e-001
1.836000e+003,2.000452e-001
1.838000e+003,1.996556e-001
1.840000e+003,1.991988e-001
1.842000e+003,1.989527e-001
1.844000e+003,1.983365e-001
1.846000e+003,1.979843e-001
1.848000e+003,1.978865e-001
1.850000e+003,1.973304e-001
